Respondent ID,Collector ID,Start Date,End Date,IP Address,Email Address,First Name,Last Name,Custom Data 1,Q1,Q2,Q3,Q4,Q5,Age,Gender,Household Income,Region,Device Type
10803654208,237700226,2019-06-17 20:08:37,2019-06-17 20:09:59,,,,,a3a4bb98e3f16ccdd037970361,Strongly disagree,Moderately disagree,Strongly agree,Strongly disagree,Strongly disagree,45-60,Female,Prefer not to answer,South Atlantic,Windows Desktop / Laptop
10803653590,237700226,2019-06-17 20:08:11,2019-06-17 20:09:32,,,,,601e43d1df8c0141f7798c2410,Moderately disagree,Moderately agree,Strongly disagree,Moderately disagree,Strongly disagree,> 60,Female,"$50,000-$74,999",Middle Atlantic,iOS Phone / Tablet
10803653444,237700226,2019-06-17 20:07:45,2019-06-17 20:09:25,,,,,5b4c8584481ec61c72d335d746,Strongly agree,Strongly disagree,Slightly agree,Slightly agree,Moderately agree,45-60,Female,"$0-$9,999",South Atlantic,Android Phone / Tablet
10803652604,237700226,2019-06-17 20:07:48,2019-06-17 20:08:47,,,,,21d02ee12b6b9aa9a411e84133,Slightly agree,Strongly agree,Strongly agree,Slightly agree,Slightly agree,45-60,Female,"$25,000-$49,999",South Atlantic,iOS Phone / Tablet
10803652281,237700226,2019-06-17 20:07:50,2019-06-17 20:08:33,,,,,cc063d4cd11ecd7cb2ae45b77a,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,Moderately agree,45-60,Female,"$10,000-$24,999",West South Central,Android Phone / Tablet
10803651792,237700226,2019-06-17 20:07:32,2019-06-17 20:08:10,,,,,7eb741d390980773a8225c0dd3,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,45-60,Female,"$25,000-$49,999",East North Central,iOS Phone / Tablet
10803651138,237700226,2019-06-17 20:06:29,2019-06-17 20:07:41,,,,,446f6a5024868a110c83cf4eeb,Neither agree nor disagree,Neither agree nor disagree,Strongly disagree,Strongly agree,Neither agree nor disagree,45-60,Female,"$10,000-$24,999",Pacific,iOS Phone / Tablet
10803650511,237700226,2019-06-17 20:06:30,2019-06-17 20:07:13,,,,,9b441430de5a96adbd8c0ee1a7,Neither agree nor disagree,Slightly disagree,Moderately disagree,Neither agree nor disagree,Slightly agree,45-60,Female,"$25,000-$49,999",East South Central,iOS Phone / Tablet
10803650454,237700226,2019-06-17 20:06:26,2019-06-17 20:07:10,,,,,0df5fc6b9e4e4e9678276d39dd,Neither agree nor disagree,Slightly disagree,Strongly agree,Strongly agree,Neither agree nor disagree,45-60,Female,"$100,000-$124,999",Middle Atlantic,iOS Phone / Tablet
10803649990,237700226,2019-06-17 20:05:59,2019-06-17 20:06:50,,,,,1e6c454e75d5ed5409a80ca59b,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,45-60,Female,"$125,000-$149,999",South Atlantic,Android Phone / Tablet
10803649832,237700226,2019-06-17 20:06:11,2019-06-17 20:06:42,,,,,80fd6f8cf80a61ac2d02babdbe,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,45-60,Female,"$50,000-$74,999",West North Central,Android Phone / Tablet
10803649503,237700226,2019-06-17 20:05:29,2019-06-17 20:06:26,,,,,0d579b972f0f30523064d7131c,Moderately disagree,Moderately agree,Strongly agree,Slightly agree,Strongly disagree,45-60,Female,"$175,000-$199,999",East North Central,iOS Phone / Tablet
10803649210,237700226,2019-06-17 20:05:11,2019-06-17 20:06:13,,,,,7453fdf1c7b252631f60d5fb67,Slightly agree,Moderately disagree,Moderately agree,Moderately disagree,Slightly disagree,> 60,Female,"$25,000-$49,999",Pacific,Windows Desktop / Laptop
10803649186,237700226,2019-06-17 20:05:04,2019-06-17 20:06:12,,,,,1148132ea007231b3bfc8e215d,Neither agree nor disagree,Neither agree nor disagree,Strongly agree,Neither agree nor disagree,Neither agree nor disagree,45-60,Female,"$75,000-$99,999",South Atlantic,Android Phone / Tablet
10803648754,237700226,2019-06-17 20:04:48,2019-06-17 20:05:53,,,,,bfa0c19233a58e43fe792ed462,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,45-60,Female,"$0-$9,999",South Atlantic,Android Phone / Tablet
10803648745,237700226,2019-06-17 20:04:15,2019-06-17 20:05:53,,,,,70a278c747766e5f673aaf05ac,Slightly agree,Neither agree nor disagree,Neither agree nor disagree,Strongly disagree,Slightly agree,45-60,Female,"$25,000-$49,999",East South Central,Other
10803648530,237700226,2019-06-17 20:02:36,2019-06-17 20:05:43,,,,,427688cc91af7afd4260e9a97a,Neither agree nor disagree,Strongly agree,Strongly agree,Neither agree nor disagree,Moderately agree,45-60,Female,"$100,000-$124,999",West North Central,iOS Phone / Tablet
10803648521,237700226,2019-06-17 20:04:35,2019-06-17 20:05:42,,,,,1478b535ff726386c9cecabd4d,Moderately agree,Moderately agree,Strongly agree,Slightly agree,Moderately agree,> 60,Female,"$150,000-$174,999",New England,MacOS Desktop / Laptop
10803648512,237700226,2019-06-17 20:04:52,2019-06-17 20:05:40,,,,,1cec7996d4163cf2fc72417783,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,45-60,Female,"$25,000-$49,999",East North Central,Android Phone / Tablet
10803648383,237700226,2019-06-17 20:03:04,2019-06-17 20:05:35,,,,,b278b77b01aac1eb92d9b957e4,Moderately disagree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,45-60,Female,"$175,000-$199,999",South Atlantic,Windows Desktop / Laptop
10803648356,237700226,2019-06-17 20:04:35,2019-06-17 20:05:34,,,,,c246b15cf0461905599dd0263c,Neither agree nor disagree,Neither agree nor disagree,Moderately agree,Moderately agree,Neither agree nor disagree,45-60,Female,"$200,000+",South Atlantic,Android Phone / Tablet
10803648222,237700226,2019-06-17 20:04:34,2019-06-17 20:05:28,,,,,c4c2352df1dcaced1ffc5a875c,Strongly agree,Strongly agree,Strongly disagree,Neither agree nor disagree,Strongly agree,> 60,Female,"$10,000-$24,999",East North Central,iOS Phone / Tablet
10803648027,237700226,2019-06-17 20:04:34,2019-06-17 20:05:20,,,,,75ca12ffe642187a6f0028f0fa,Strongly disagree,Strongly disagree,Strongly agree,Strongly disagree,Strongly disagree,45-60,Female,"$50,000-$74,999",Pacific,iOS Phone / Tablet
10803647633,237700226,2019-06-17 20:04:04,2019-06-17 20:05:02,,,,,0b637a8ecc6153d332a41f07e8,Neither agree nor disagree,Slightly disagree,Strongly disagree,Slightly agree,Neither agree nor disagree,> 60,Female,"$10,000-$24,999",West South Central,Windows Desktop / Laptop
10803647491,237700226,2019-06-17 20:03:43,2019-06-17 20:04:55,,,,,25cb61bcd436954ea098ef49f1,Neither agree nor disagree,Moderately agree,Strongly disagree,Strongly agree,Moderately agree,45-60,Female,"$100,000-$124,999",East North Central,Windows Desktop / Laptop
10803646992,237700226,2019-06-17 20:04:20,2019-06-17 20:04:33,,,,,136614d4e84c50a0df790d5851,Moderately agree,Strongly agree,Slightly agree,Strongly agree,Moderately agree,> 60,Female,"$75,000-$99,999",Pacific,iOS Phone / Tablet
10803646799,237700226,2019-06-17 20:02:55,2019-06-17 20:04:23,,,,,06cacb2684c7cee6e4af5739d6,Moderately agree,Slightly agree,Strongly agree,Strongly agree,Slightly agree,45-60,Female,"$75,000-$99,999",Pacific,iOS Phone / Tablet
10803645752,237700226,2019-06-17 20:02:23,2019-06-17 20:03:33,,,,,0b0f6af466e997074f25c9efc6,Moderately disagree,Neither agree nor disagree,Strongly agree,Slightly agree,Neither agree nor disagree,45-60,Female,"$0-$9,999",West South Central,Android Phone / Tablet
10803645477,237700226,2019-06-17 20:02:29,2019-06-17 20:03:22,,,,,7b36f5afb462766c196e4bdea8,Moderately agree,Strongly agree,Strongly agree,Strongly agree,Moderately agree,45-60,Female,"$75,000-$99,999",South Atlantic,Android Phone / Tablet
10803645384,237700226,2019-06-17 20:02:23,2019-06-17 20:03:19,,,,,459e62ca59857b77c9fb78cbca,Slightly agree,Strongly agree,Strongly agree,Moderately disagree,Slightly agree,> 60,Female,Prefer not to answer,South Atlantic,Windows Desktop / Laptop
10803645298,237700226,2019-06-17 20:02:15,2019-06-17 20:03:15,,,,,ff73de976d8b05b5dbd448a154,Moderately disagree,Strongly disagree,Moderately agree,Moderately agree,Moderately disagree,45-60,Female,"$10,000-$24,999",East North Central,Android Phone / Tablet
10803645141,237700226,2019-06-17 20:01:30,2019-06-17 20:03:09,,,,,4a0a9033e399af71280a60e96e,Slightly disagree,Moderately disagree,Moderately agree,Strongly disagree,Strongly disagree,45-60,Female,"$25,000-$49,999",South Atlantic,iOS Phone / Tablet
10803644444,237700226,2019-06-17 20:01:25,2019-06-17 20:02:38,,,,,78fbaa04e72c7aac1a0292584b,Strongly disagree,Strongly disagree,Strongly disagree,Strongly agree,Strongly disagree,45-60,Female,"$75,000-$99,999",Pacific,iOS Phone / Tablet
10803643892,237700226,2019-06-17 20:01:20,2019-06-17 20:02:11,,,,,523250ebf3a68d43a733c098fe,Strongly disagree,Moderately agree,Strongly agree,Slightly disagree,Moderately disagree,45-60,Female,"$50,000-$74,999",East North Central,Android Phone / Tablet
10803643697,237700226,2019-06-17 20:00:51,2019-06-17 20:02:02,,,,,0b39a0e1572743e37bd341b63b,Slightly disagree,Strongly agree,Strongly agree,Neither agree nor disagree,Strongly disagree,45-60,Female,"$50,000-$74,999",Pacific,iOS Phone / Tablet
10803643519,237700226,2019-06-17 20:01:03,2019-06-17 20:01:55,,,,,210128444e3d8f81615b5457bd,Neither agree nor disagree,Neither agree nor disagree,Strongly agree,Moderately agree,Slightly agree,> 60,Female,"$75,000-$99,999",Pacific,Android Phone / Tablet
10803643317,237700226,2019-06-17 20:00:16,2019-06-17 20:01:46,,,,,ed170a8f5a1d3a4cf2a473eeab,Slightly agree,Moderately agree,Strongly agree,Strongly agree,Slightly agree,> 60,Female,"$75,000-$99,999",Middle Atlantic,Windows Desktop / Laptop
10803643260,237700226,2019-06-17 20:00:27,2019-06-17 20:01:43,,,,,3ea27aa2d9bf09b447dc29fc7e,Moderately agree,Slightly disagree,Strongly agree,Neither agree nor disagree,Moderately disagree,> 60,Female,"$25,000-$49,999",Pacific,Windows Desktop / Laptop
10803643143,237700226,2019-06-17 20:00:08,2019-06-17 20:01:37,,,,,d85c9f5d09e6b332da362b6a08,Strongly agree,Slightly agree,Strongly disagree,Strongly disagree,Slightly agree,45-60,Female,"$10,000-$24,999",Pacific,iOS Phone / Tablet
10803642227,237700226,2019-06-17 20:00:01,2019-06-17 20:00:57,,,,,1264fc9e39bce15608cbbc8523,Neither agree nor disagree,Slightly agree,Slightly disagree,Slightly disagree,Slightly agree,45-60,Female,"$50,000-$74,999",South Atlantic,iOS Phone / Tablet
10803641399,237700226,2019-06-17 19:59:13,2019-06-17 20:00:19,,,,,faab524304afa629bcf3df87fa,Moderately agree,Strongly agree,Strongly disagree,Strongly agree,Strongly disagree,> 60,Female,"$25,000-$49,999",South Atlantic,Windows Desktop / Laptop
10803641289,237700226,2019-06-17 19:59:14,2019-06-17 20:00:14,,,,,e9e9307ce84a84194777d635ae,Neither agree nor disagree,Slightly disagree,Strongly disagree,Moderately disagree,Slightly agree,45-60,Female,"$10,000-$24,999",South Atlantic,iOS Phone / Tablet
10803641040,237700226,2019-06-17 19:59:23,2019-06-17 20:00:01,,,,,39e4b82d74e77c58b8a60318e0,Strongly agree,Strongly agree,Strongly disagree,Strongly disagree,Strongly agree,> 60,Female,Prefer not to answer,South Atlantic,iOS Phone / Tablet
10803639909,237700226,2019-06-17 19:58:11,2019-06-17 19:59:06,,,,,6fbd55be3a27f0422feaa44b24,Strongly agree,Moderately agree,Strongly disagree,Moderately agree,Strongly disagree,45-60,Female,"$50,000-$74,999",South Atlantic,Android Phone / Tablet
10803635988,237700226,2019-06-17 19:55:17,2019-06-17 19:56:11,,,,,740aa3b1d90f6ecdb68de1c655,Strongly disagree,Strongly disagree,Strongly agree,Moderately disagree,Strongly agree,> 60,Female,"$50,000-$74,999",West North Central,iOS Phone / Tablet
10803635909,237700226,2019-06-17 19:55:15,2019-06-17 19:56:08,,,,,9c16ec37c4e37fdd67683faeea,Strongly disagree,Neither agree nor disagree,Strongly agree,Slightly disagree,Moderately agree,45-60,Female,"$100,000-$124,999",New England,iOS Phone / Tablet
10803632050,237700226,2019-06-17 19:51:27,2019-06-17 19:53:20,,,,,68c5aee7c32be663d3ec397a7f,Moderately agree,Moderately agree,Neither agree nor disagree,Strongly disagree,Neither agree nor disagree,45-60,Female,"$10,000-$24,999",Mountain,iOS Phone / Tablet
10803631064,237700226,2019-06-17 19:51:43,2019-06-17 19:52:39,,,,,1b03ef2e7084540fadb4b49def,Slightly disagree,Moderately disagree,Strongly agree,Neither agree nor disagree,Neither agree nor disagree,45-60,Female,"$10,000-$24,999",East South Central,iOS Phone / Tablet
10803626181,237700226,2019-06-17 19:48:15,2019-06-17 19:49:04,,,,,f7e6c72961cd5e8dcfa958e234,Slightly agree,Strongly disagree,Strongly disagree,Slightly agree,Strongly disagree,> 60,Female,"$50,000-$74,999",South Atlantic,Android Phone / Tablet
10803625948,237700226,2019-06-17 19:48:04,2019-06-17 19:48:54,,,,,10c6a3980f4192373309e8b49a,Slightly disagree,Strongly agree,Strongly agree,Neither agree nor disagree,Strongly disagree,45-60,Female,"$10,000-$24,999",Middle Atlantic,Android Phone / Tablet
10803623528,237700226,2019-06-17 19:46:10,2019-06-17 19:47:13,,,,,6c890e868713d7991405c29358,Neither agree nor disagree,Moderately agree,Strongly agree,Strongly agree,Moderately agree,45-60,Female,"$25,000-$49,999",Middle Atlantic,iOS Phone / Tablet
10803618846,237700226,2019-06-17 19:43:09,2019-06-17 19:43:55,,,,,31bac63995beb642807355ecb5,Slightly disagree,Strongly disagree,Strongly agree,Strongly agree,Moderately disagree,45-60,Female,"$100,000-$124,999",East North Central,iOS Phone / Tablet
10803614898,237700226,2019-06-17 19:40:02,2019-06-17 19:41:09,,,,,73e0c7745099e4571fd32d7490,Strongly disagree,Strongly disagree,Strongly disagree,Strongly agree,Moderately agree,45-60,Female,"$25,000-$49,999",Pacific,Android Phone / Tablet
10803610324,237700226,2019-06-17 19:37:12,2019-06-17 19:38:18,,,,,e2590e45238ba74a0ac152ec9b,Strongly agree,Neither agree nor disagree,Strongly agree,Strongly disagree,Neither agree nor disagree,45-60,Female,"$10,000-$24,999",West South Central,iOS Phone / Tablet
10803605051,237700226,2019-06-17 19:31:54,2019-06-17 19:35:02,,,,,4613dd1b3e139ffaade78fcb86,Slightly agree,Slightly agree,Strongly disagree,Strongly agree,Moderately agree,45-60,Female,"$200,000+",East North Central,Android Phone / Tablet
10803601719,237700226,2019-06-17 19:32:07,2019-06-17 19:33:02,,,,,88e78d59f78ad326d6f50c0116,Moderately disagree,Moderately disagree,Strongly disagree,Neither agree nor disagree,Neither agree nor disagree,45-60,Female,Prefer not to answer,South Atlantic,iOS Phone / Tablet
10803598412,237700226,2019-06-17 19:29:48,2019-06-17 19:31:00,,,,,d67b8af188ba1e1d8b524b1244,Neither agree nor disagree,Slightly disagree,Strongly agree,Slightly disagree,Slightly agree,45-60,Female,"$25,000-$49,999",Middle Atlantic,Android Phone / Tablet
10803598295,237700226,2019-06-17 19:26:43,2019-06-17 19:30:56,,,,,9c8ccf1cb4353bddb964f653b5,Moderately disagree,Slightly agree,Strongly agree,Strongly agree,Neither agree nor disagree,45-60,Female,"$25,000-$49,999",East North Central,Android Phone / Tablet
10803598212,237700226,2019-06-17 19:30:08,2019-06-17 19:30:53,,,,,e382e3b73bbdf6e6d35d481684,Strongly disagree,Strongly disagree,Moderately disagree,Slightly disagree,Strongly disagree,45-60,Female,"$10,000-$24,999",West South Central,iOS Phone / Tablet
10803594902,237700226,2019-06-17 19:12:25,2019-06-17 19:28:51,,,,,1dcaa657c194986bf31e81327a,Neither agree nor disagree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,30-44,Female,"$25,000-$49,999",Mountain,Android Phone / Tablet
10803593802,237700226,2019-06-17 19:17:55,2019-06-17 19:28:10,,,,,b36a0e960b82dc46fc28896068,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,30-44,Female,"$25,000-$49,999",South Atlantic,iOS Phone / Tablet
10803587863,237700226,2019-06-17 19:23:53,2019-06-17 19:24:41,,,,,0faca019295d79e1936892e94f,Slightly disagree,Strongly agree,Strongly disagree,Strongly agree,Slightly agree,45-60,Female,"$25,000-$49,999",South Atlantic,Android Phone / Tablet
10803584146,237700226,2019-06-17 19:19:12,2019-06-17 19:22:37,,,,,4e9b7f3bb5aa49b45423efff99,Neither agree nor disagree,Strongly agree,Strongly agree,Slightly disagree,Strongly agree,30-44,Female,"$25,000-$49,999",South Atlantic,Android Phone / Tablet
10803583068,237700226,2019-06-17 19:20:57,2019-06-17 19:22:01,,,,,291065af439b2d6eb1f03b3558,Slightly agree,Slightly agree,Strongly agree,Strongly agree,Slightly agree,> 60,Female,"$25,000-$49,999",South Atlantic,Windows Desktop / Laptop
10803583037,237700226,2019-06-17 19:19:59,2019-06-17 19:22:00,,,,,ac1ed94f70f238f2c9f3fbe2f7,Strongly disagree,Strongly disagree,Moderately agree,Strongly agree,Strongly disagree,30-44,Female,"$75,000-$99,999",Pacific,iOS Phone / Tablet
10803582744,237700226,2019-06-17 19:18:42,2019-06-17 19:21:50,,,,,2d8dacd69ea938cb7604e8e944,Slightly disagree,Strongly agree,Strongly agree,Moderately disagree,Strongly agree,18-29,Female,"$10,000-$24,999",East North Central,iOS Phone / Tablet
10803582701,237700226,2019-06-17 19:18:52,2019-06-17 19:21:48,,,,,9e3e95b557f1ebe1a09146c9b9,Slightly disagree,Strongly agree,Strongly agree,Moderately agree,Neither agree nor disagree,18-29,Female,"$25,000-$49,999",South Atlantic,Android Phone / Tablet
10803581956,237700226,2019-06-17 19:19:39,2019-06-17 19:21:23,,,,,36f5ba27f5c414a6cad7b9fd43,Slightly agree,Strongly agree,Strongly agree,Neither agree nor disagree,Moderately agree,30-44,Female,"$50,000-$74,999",Pacific,iOS Phone / Tablet
10803581654,237700226,2019-06-17 19:20:05,2019-06-17 19:21:13,,,,,05835f5f18eca637eed76020f4,Moderately disagree,Slightly agree,Moderately agree,Moderately agree,Neither agree nor disagree,30-44,Female,"$50,000-$74,999",East North Central,iOS Phone / Tablet
10803581547,237700226,2019-06-17 19:18:26,2019-06-17 19:21:09,,,,,8d8a107efe533e79fbc1e43799,Moderately agree,Moderately disagree,Moderately agree,Neither agree nor disagree,Moderately agree,18-29,Female,Prefer not to answer,West North Central,iOS Phone / Tablet
10803581079,237700226,2019-06-17 19:19:31,2019-06-17 19:20:54,,,,,30ea40e46953c06234e7dbda48,Moderately agree,Strongly disagree,Strongly agree,Neither agree nor disagree,Moderately agree,30-44,Female,"$10,000-$24,999",East North Central,Android Phone / Tablet
10803580614,237700226,2019-06-17 19:19:39,2019-06-17 19:20:38,,,,,b95101c06731dd912ee382f79b,Slightly agree,Moderately disagree,Slightly disagree,Moderately agree,Neither agree nor disagree,18-29,Female,"$50,000-$74,999",Middle Atlantic,Android Phone / Tablet
10803580593,237700226,2019-06-17 19:19:46,2019-06-17 19:20:38,,,,,edd73805350cc939296ffad69c,Neither agree nor disagree,Slightly agree,Strongly agree,Strongly agree,Slightly disagree,30-44,Female,"$25,000-$49,999",Pacific,iOS Phone / Tablet
10803580212,237700226,2019-06-17 19:20:03,2019-06-17 19:20:25,,,,,d8cc52322b0a1a7c855c4334bd,Neither agree nor disagree,Moderately disagree,Slightly agree,Slightly agree,Neither agree nor disagree,18-29,Female,"$25,000-$49,999",Pacific,Android Phone / Tablet
10803580080,237700226,2019-06-17 19:19:24,2019-06-17 19:20:21,,,,,a7e4d2b6235e331fc3fa63cf8d,Strongly disagree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,30-44,Female,"$25,000-$49,999",Pacific,Android Phone / Tablet
10803580047,237700226,2019-06-17 19:19:39,2019-06-17 19:20:20,,,,,6b720baf7c052a9212986a053b,Slightly disagree,Moderately disagree,Moderately disagree,Neither agree nor disagree,Slightly agree,18-29,Female,"$25,000-$49,999",West South Central,Android Phone / Tablet
10803580027,237700226,2019-06-17 19:18:51,2019-06-17 19:20:19,,,,,6356b7df1127cccc9cb1047e3b,Moderately disagree,Slightly agree,Strongly disagree,Strongly disagree,Moderately disagree,18-29,Female,"$150,000-$174,999",West South Central,iOS Phone / Tablet
10803579938,237700226,2019-06-17 19:19:23,2019-06-17 19:20:16,,,,,39893df298be8536a401e874a6,Slightly disagree,Slightly agree,Neither agree nor disagree,Slightly agree,Slightly disagree,18-29,Female,"$10,000-$24,999",West South Central,Android Phone / Tablet
10803579774,237700226,2019-06-17 19:18:31,2019-06-17 19:20:11,,,,,4268435fd3eb493aa2c1bd1287,Moderately agree,Moderately agree,Neither agree nor disagree,Slightly agree,Neither agree nor disagree,18-29,Female,"$0-$9,999",South Atlantic,Android Phone / Tablet
10803579276,237700226,2019-06-17 19:19:04,2019-06-17 19:19:53,,,,,4db9df280a33ca1f950b10d9ba,Strongly agree,Strongly disagree,Strongly disagree,Strongly agree,Strongly disagree,30-44,Female,"$125,000-$149,999",East North Central,Android Phone / Tablet
10803579269,237700226,2019-06-17 19:19:00,2019-06-17 19:19:53,,,,,693fd5579006d555f1e9075a78,Strongly agree,Slightly agree,Moderately disagree,Neither agree nor disagree,Strongly agree,18-29,Female,"$0-$9,999",Pacific,iOS Phone / Tablet
10803579227,237700226,2019-06-17 19:18:43,2019-06-17 19:19:52,,,,,688f58a304f1cfb9a0169a0cbf,Slightly agree,Neither agree nor disagree,Moderately disagree,Moderately disagree,Neither agree nor disagree,18-29,Female,"$100,000-$124,999",Middle Atlantic,iOS Phone / Tablet
10803579092,237700226,2019-06-17 19:18:20,2019-06-17 19:19:47,,,,,2b1c31a109bfa76440585e9d70,Strongly agree,Slightly disagree,Slightly disagree,Strongly disagree,Neither agree nor disagree,30-44,Female,"$75,000-$99,999",Pacific,Android Phone / Tablet
10803578882,237700226,2019-06-17 19:18:48,2019-06-17 19:19:40,,,,,e11ccf24a9fe4966ffa89577ac,Slightly disagree,Strongly agree,Strongly agree,Slightly disagree,Neither agree nor disagree,18-29,Female,"$10,000-$24,999",East North Central,Android Phone / Tablet
10803578777,237700226,2019-06-17 19:18:35,2019-06-17 19:19:37,,,,,27b4b498331d2a75069bda3f59,Strongly disagree,Moderately disagree,Strongly agree,Strongly agree,Moderately disagree,30-44,Female,"$50,000-$74,999",Pacific,iOS Phone / Tablet
10803578758,237700226,2019-06-17 19:18:43,2019-06-17 19:19:36,,,,,355f3b7631e9970a769fcc8b6b,Neither agree nor disagree,Slightly agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,18-29,Female,"$50,000-$74,999",South Atlantic,iOS Phone / Tablet
10803578652,237700226,2019-06-17 19:18:38,2019-06-17 19:19:32,,,,,dba500b5b1b799cc9b78a97870,Strongly disagree,Strongly disagree,Strongly agree,Neither agree nor disagree,Strongly disagree,18-29,Female,"$50,000-$74,999",Pacific,iOS Phone / Tablet
10803578553,237700226,2019-06-17 19:18:53,2019-06-17 19:19:28,,,,,34f58dad16b5468ec382525bda,Strongly agree,Neither agree nor disagree,Neither agree nor disagree,Slightly disagree,Strongly disagree,18-29,Female,"$10,000-$24,999",Mountain,Android Phone / Tablet
10803578510,237700226,2019-06-17 19:18:00,2019-06-17 19:19:28,,,,,c13dc97e51d24f5a0daa0405dc,Slightly disagree,Moderately disagree,Strongly agree,Slightly agree,Moderately disagree,30-44,Female,"$75,000-$99,999",Mountain,iOS Phone / Tablet
10803578250,237700226,2019-06-17 19:18:20,2019-06-17 19:19:19,,,,,308dbde99a00a37c0c482aaf3d,Strongly disagree,Strongly disagree,Slightly disagree,Strongly agree,Slightly agree,18-29,Female,"$10,000-$24,999",South Atlantic,Android Phone / Tablet
10803578065,237700226,2019-06-17 19:18:29,2019-06-17 19:19:13,,,,,3e4c0142f75eb54d967118d8a0,Neither agree nor disagree,Moderately disagree,Strongly disagree,Strongly agree,Moderately disagree,30-44,Female,"$100,000-$124,999",Pacific,iOS Phone / Tablet
10803577786,237700226,2019-06-17 19:17:59,2019-06-17 19:19:04,,,,,6042c06b2612048c970e7b148b,Strongly agree,Strongly agree,Moderately agree,Strongly disagree,Slightly agree,18-29,Female,"$0-$9,999",Pacific,Android Phone / Tablet
10803577562,237700226,2019-06-17 19:17:56,2019-06-17 19:18:58,,,,,d5e6570578dba0e0897514067b,Slightly disagree,Slightly agree,Moderately agree,Strongly agree,Neither agree nor disagree,30-44,Female,"$25,000-$49,999",Mountain,Android Phone / Tablet
10803577437,237700226,2019-06-17 19:17:43,2019-06-17 19:18:54,,,,,584a8b69e082d93c8240ccb37c,Strongly disagree,Moderately disagree,Strongly agree,Strongly agree,Strongly disagree,45-60,Female,"$50,000-$74,999",West South Central,Windows Desktop / Laptop
10803577255,237700226,2019-06-17 19:18:05,2019-06-17 19:18:48,,,,,9899aa9becc342209067e7d1df,Strongly disagree,Moderately agree,Strongly agree,Strongly agree,Slightly disagree,30-44,Female,"$50,000-$74,999",Pacific,iOS Phone / Tablet
10803577220,237700226,2019-06-17 19:17:55,2019-06-17 19:18:47,,,,,f3bddf491284788688be7192e6,Moderately disagree,Strongly disagree,Strongly disagree,Strongly agree,Neither agree nor disagree,18-29,Female,Prefer not to answer,Pacific,Android Phone / Tablet
10803577164,237700226,2019-06-17 19:17:53,2019-06-17 19:18:45,,,,,d3aec740a0cb36c415f66d7ae1,Moderately disagree,Neither agree nor disagree,Strongly agree,Moderately disagree,Moderately agree,30-44,Female,"$75,000-$99,999",East North Central,iOS Phone / Tablet
10803577122,237700226,2019-06-17 19:17:40,2019-06-17 19:18:43,,,,,0b06b6f0cf916a6509cc79eeb5,Moderately disagree,Slightly disagree,Strongly disagree,Slightly agree,Slightly agree,18-29,Female,"$50,000-$74,999",East South Central,iOS Phone / Tablet
10803577118,237700226,2019-06-17 19:16:38,2019-06-17 19:18:43,,,,,4a87ce486f07a6fa5c4bf25f7d,Neither agree nor disagree,Strongly agree,Strongly agree,Strongly agree,Slightly agree,30-44,Female,"$50,000-$74,999",Middle Atlantic,iOS Phone / Tablet
10803577115,237700226,2019-06-17 19:17:46,2019-06-17 19:18:43,,,,,ca7b6ba6ac6c4d85377cf572d2,Strongly agree,Strongly agree,Moderately agree,Strongly agree,Strongly disagree,45-60,Female,"$75,000-$99,999",West South Central,iOS Phone / Tablet
10803576858,237700226,2019-06-17 19:18:01,2019-06-17 19:18:35,,,,,337de8aebecfe550f5175d4ce6,Slightly disagree,Neither agree nor disagree,Moderately disagree,Strongly agree,Slightly disagree,18-29,Female,"$10,000-$24,999",South Atlantic,Android Phone / Tablet
10803576702,237700226,2019-06-17 19:17:49,2019-06-17 19:18:30,,,,,b9de8bbd09ff5c2a8fd695f961,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Moderately disagree,30-44,Female,"$200,000+",New England,iOS Phone / Tablet
10803576633,237700226,2019-06-17 19:16:35,2019-06-17 19:18:28,,,,,81966d73ae3c21f04a10f6b698,Neither agree nor disagree,Neither agree nor disagree,Strongly agree,Moderately agree,Moderately disagree,18-29,Female,"$75,000-$99,999",Middle Atlantic,iOS Phone / Tablet
10803576511,237700226,2019-06-17 19:17:35,2019-06-17 19:18:24,,,,,8d4630d99c7e8a4e1fea977ddd,Neither agree nor disagree,Moderately agree,Slightly agree,Slightly disagree,Slightly disagree,30-44,Female,"$75,000-$99,999",East South Central,iOS Phone / Tablet
10803576220,237700226,2019-06-17 19:17:27,2019-06-17 19:18:15,,,,,63569e8814316760578b46e92a,Strongly disagree,Strongly agree,Strongly agree,Strongly disagree,Slightly agree,18-29,Female,"$0-$9,999",West North Central,iOS Phone / Tablet
