Respondent ID,Q1,A1,Q2,A2,Q3,A3,Q4,A4,Q5,A5,Age,Gender,Household Income,Region,Device Type
10803757845,Roaming outdoor cats do not harm wildlife,Strongly disagree,"People should keep their cats indoors or under a person's control (e.g., leash, catio) while outdoors",Neither agree nor disagree,Pet cats should be spayed or neutered unless intended for breeding,Strongly agree,Pet cats need not be microchipped (a microchip is a small identification device inserted under the animal's skin),Strongly agree,Roaming outdoor cats do not pose a risk to human health,Neither agree nor disagree,45-60,Male,"$100,000-$124,999",New England,Android Phone / Tablet
10803757534,Roaming outdoor cats harm wildlife,Moderately agree,"People need not keep their cats indoors or under a person's control (e.g., leash, catio) while outdoors",Neither agree nor disagree,Pet cats not intended for breeding need not be spayed or neutered,Strongly disagree,Pet cats should be microchipped (a microchip is a small identification device inserted under the animal's skin)<br>,Neither agree nor disagree,Roaming outdoor cats pose a risk to human health<br>,Slightly agree,> 60,Male,"$150,000-$174,999",Middle Atlantic,iOS Phone / Tablet
10803756814,Roaming outdoor cats do not harm wildlife,Moderately disagree,"People should keep their cats indoors or under a person's control (e.g., leash, catio) while outdoors",Strongly agree,Pet cats not intended for breeding need not be spayed or neutered,Strongly disagree,Pet cats need not be microchipped (a microchip is a small identification device inserted under the animal's skin),Moderately disagree,Roaming outdoor cats do not pose a risk to human health,Slightly disagree,> 60,Male,"$50,000-$74,999",East North Central,Windows Desktop / Laptop
10803755945,Roaming outdoor cats do not harm wildlife,Moderately disagree,"People need not keep their cats indoors or under a person's control (e.g., leash, catio) while outdoors",Moderately agree,Pet cats should be spayed or neutered unless intended for breeding,Moderately agree,Pet cats should be microchipped (a microchip is a small identification device inserted under the animal's skin)<br>,Strongly agree,Roaming outdoor cats do not pose a risk to human health,Slightly disagree,45-60,Male,"$75,000-$99,999",Middle Atlantic,Android Phone / Tablet
10803755874,Roaming outdoor cats harm wildlife,Neither agree nor disagree,"People should keep their cats indoors or under a person's control (e.g., leash, catio) while outdoors",Slightly disagree,Pet cats should be spayed or neutered unless intended for breeding,Moderately agree,Pet cats need not be microchipped (a microchip is a small identification device inserted under the animal's skin),Moderately agree,Roaming outdoor cats do not pose a risk to human health,Moderately agree,> 60,Male,"$100,000-$124,999",South Atlantic,iOS Phone / Tablet
10803755019,Roaming outdoor cats harm wildlife,Strongly disagree,"People need not keep their cats indoors or under a person's control (e.g., leash, catio) while outdoors",Strongly agree,Pet cats should be spayed or neutered unless intended for breeding,Strongly agree,Pet cats need not be microchipped (a microchip is a small identification device inserted under the animal's skin),Strongly agree,Roaming outdoor cats do not pose a risk to human health,Strongly agree,45-60,Male,"$25,000-$49,999",Pacific,Other
10803753661,Roaming outdoor cats do not harm wildlife,Slightly disagree,"People need not keep their cats indoors or under a person's control (e.g., leash, catio) while outdoors",Neither agree nor disagree,Pet cats not intended for breeding need not be spayed or neutered,Strongly disagree,Pet cats need not be microchipped (a microchip is a small identification device inserted under the animal's skin),Slightly disagree,Roaming outdoor cats do not pose a risk to human health,Slightly disagree,45-60,Male,"$100,000-$124,999",Mountain,Windows Desktop / Laptop
10803753101,Roaming outdoor cats do not harm wildlife,Moderately disagree,"People need not keep their cats indoors or under a person's control (e.g., leash, catio) while outdoors",Strongly agree,Pet cats not intended for breeding need not be spayed or neutered,Strongly disagree,Pet cats need not be microchipped (a microchip is a small identification device inserted under the animal's skin),Neither agree nor disagree,Roaming outdoor cats do not pose a risk to human health,Strongly agree,18-29,Male,Prefer not to answer,Mountain,Android Phone / Tablet
10803751992,Roaming outdoor cats do not harm wildlife,Strongly disagree,"People need not keep their cats indoors or under a person's control (e.g., leash, catio) while outdoors",Neither agree nor disagree,Pet cats not intended for breeding need not be spayed or neutered,Strongly agree,Pet cats need not be microchipped (a microchip is a small identification device inserted under the animal's skin),Slightly agree,Roaming outdoor cats pose a risk to human health<br>,Moderately agree,30-44,Male,"$50,000-$74,999",Middle Atlantic,Android Phone / Tablet
10803751906,Roaming outdoor cats harm wildlife,Strongly disagree,"People should keep their cats indoors or under a person's control (e.g., leash, catio) while outdoors",Slightly disagree,Pet cats not intended for breeding need not be spayed or neutered,Moderately disagree,Pet cats should be microchipped (a microchip is a small identification device inserted under the animal's skin)<br>,Slightly agree,Roaming outdoor cats do not pose a risk to human health,Moderately agree,> 60,Male,"$10,000-$24,999",Mountain,Android Phone / Tablet
10803751631,Roaming outdoor cats harm wildlife,Slightly agree,"People need not keep their cats indoors or under a person's control (e.g., leash, catio) while outdoors",Moderately disagree,Pet cats not intended for breeding need not be spayed or neutered,Moderately disagree,Pet cats should be microchipped (a microchip is a small identification device inserted under the animal's skin)<br>,Moderately agree,Roaming outdoor cats do not pose a risk to human health,Slightly disagree,> 60,Male,Prefer not to answer,South Atlantic,MacOS Desktop / Laptop
10803751079,Roaming outdoor cats harm wildlife,Neither agree nor disagree,"People need not keep their cats indoors or under a person's control (e.g., leash, catio) while outdoors",Strongly disagree,Pet cats not intended for breeding need not be spayed or neutered,Strongly disagree,Pet cats should be microchipped (a microchip is a small identification device inserted under the animal's skin)<br>,Strongly disagree,Roaming outdoor cats pose a risk to human health<br>,Neither agree nor disagree,45-60,Male,"$50,000-$74,999",New England,iOS Phone / Tablet
10803750252,Roaming outdoor cats harm wildlife,Slightly agree,"People should keep their cats indoors or under a person's control (e.g., leash, catio) while outdoors",Moderately agree,Pet cats should be spayed or neutered unless intended for breeding,Strongly agree,Pet cats should be microchipped (a microchip is a small identification device inserted under the animal's skin)<br>,Moderately agree,Roaming outdoor cats do not pose a risk to human health,Moderately disagree,> 60,Male,"$100,000-$124,999",New England,MacOS Desktop / Laptop
10803749265,Roaming outdoor cats do not harm wildlife,Moderately disagree,"People need not keep their cats indoors or under a person's control (e.g., leash, catio) while outdoors",Moderately disagree,Pet cats not intended for breeding need not be spayed or neutered,Strongly disagree,Pet cats need not be microchipped (a microchip is a small identification device inserted under the animal's skin),Strongly disagree,Roaming outdoor cats do not pose a risk to human health,Moderately disagree,45-60,Male,"$25,000-$49,999",Pacific,Android Phone / Tablet
10803749048,Roaming outdoor cats do not harm wildlife,Slightly disagree,"People need not keep their cats indoors or under a person's control (e.g., leash, catio) while outdoors",Neither agree nor disagree,Pet cats should be spayed or neutered unless intended for breeding,Strongly agree,Pet cats need not be microchipped (a microchip is a small identification device inserted under the animal's skin),Moderately agree,Roaming outdoor cats do not pose a risk to human health,Neither agree nor disagree,45-60,Male,"$125,000-$149,999",Pacific,iOS Phone / Tablet
10803748879,Roaming outdoor cats do not harm wildlife,Strongly disagree,"People need not keep their cats indoors or under a person's control (e.g., leash, catio) while outdoors",Slightly agree,Pet cats not intended for breeding need not be spayed or neutered,Moderately agree,Pet cats should be microchipped (a microchip is a small identification device inserted under the animal's skin)<br>,Moderately agree,Roaming outdoor cats do not pose a risk to human health,Moderately disagree,18-29,Male,"$25,000-$49,999",New England,Android Phone / Tablet
10803746354,Roaming outdoor cats harm wildlife,Moderately agree,"People need not keep their cats indoors or under a person's control (e.g., leash, catio) while outdoors",Neither agree nor disagree,Pet cats not intended for breeding need not be spayed or neutered,Slightly disagree,Pet cats should be microchipped (a microchip is a small identification device inserted under the animal's skin)<br>,Slightly agree,Roaming outdoor cats do not pose a risk to human health,Moderately agree,45-60,Male,"$50,000-$74,999",Middle Atlantic,Android Phone / Tablet
10803745105,Roaming outdoor cats do not harm wildlife,Strongly disagree,"People need not keep their cats indoors or under a person's control (e.g., leash, catio) while outdoors",Strongly disagree,Pet cats should be spayed or neutered unless intended for breeding,Strongly agree,Pet cats should be microchipped (a microchip is a small identification device inserted under the animal's skin)<br>,Strongly agree,Roaming outdoor cats do not pose a risk to human health,Strongly disagree,45-60,Male,"$100,000-$124,999",East North Central,Android Phone / Tablet
10803744388,Roaming outdoor cats do not harm wildlife,Moderately disagree,"People should keep their cats indoors or under a person's control (e.g., leash, catio) while outdoors",Strongly agree,Pet cats not intended for breeding need not be spayed or neutered,Strongly disagree,Pet cats need not be microchipped (a microchip is a small identification device inserted under the animal's skin),Strongly disagree,Roaming outdoor cats do not pose a risk to human health,Moderately disagree,> 60,Male,"$50,000-$74,999",South Atlantic,Other
10803744229,Roaming outdoor cats do not harm wildlife,Strongly disagree,"People need not keep their cats indoors or under a person's control (e.g., leash, catio) while outdoors",Strongly disagree,Pet cats not intended for breeding need not be spayed or neutered,Strongly disagree,Pet cats need not be microchipped (a microchip is a small identification device inserted under the animal's skin),Strongly disagree,Roaming outdoor cats do not pose a risk to human health,Slightly disagree,> 60,Male,"$200,000+",South Atlantic,Windows Desktop / Laptop
10803742418,Roaming outdoor cats do not harm wildlife,Moderately disagree,"People should keep their cats indoors or under a person's control (e.g., leash, catio) while outdoors",Strongly disagree,Pet cats should be spayed or neutered unless intended for breeding,Strongly agree,Pet cats should be microchipped (a microchip is a small identification device inserted under the animal's skin)<br>,Neither agree nor disagree,Roaming outdoor cats pose a risk to human health<br>,Strongly disagree,45-60,Male,"$75,000-$99,999",East South Central,Android Phone / Tablet
10803741197,Roaming outdoor cats do not harm wildlife,Strongly disagree,"People need not keep their cats indoors or under a person's control (e.g., leash, catio) while outdoors",Slightly disagree,Pet cats should be spayed or neutered unless intended for breeding,Strongly agree,Pet cats need not be microchipped (a microchip is a small identification device inserted under the animal's skin),Strongly disagree,Roaming outdoor cats do not pose a risk to human health,Moderately agree,45-60,Male,"$75,000-$99,999",East North Central,Windows Desktop / Laptop
10803740710,Roaming outdoor cats harm wildlife,Slightly disagree,"People should keep their cats indoors or under a person's control (e.g., leash, catio) while outdoors",Neither agree nor disagree,Pet cats should be spayed or neutered unless intended for breeding,Strongly agree,Pet cats need not be microchipped (a microchip is a small identification device inserted under the animal's skin),Neither agree nor disagree,Roaming outdoor cats pose a risk to human health<br>,Slightly agree,45-60,Male,"$100,000-$124,999",East North Central,Android Phone / Tablet
10803740604,Roaming outdoor cats do not harm wildlife,Strongly disagree,"People need not keep their cats indoors or under a person's control (e.g., leash, catio) while outdoors",Moderately disagree,Pet cats not intended for breeding need not be spayed or neutered,Strongly agree,Pet cats should be microchipped (a microchip is a small identification device inserted under the animal's skin)<br>,Neither agree nor disagree,Roaming outdoor cats do not pose a risk to human health,Slightly disagree,> 60,Male,"$50,000-$74,999",South Atlantic,Windows Desktop / Laptop
10803739619,Roaming outdoor cats harm wildlife,Moderately agree,"People should keep their cats indoors or under a person's control (e.g., leash, catio) while outdoors",Neither agree nor disagree,Pet cats not intended for breeding need not be spayed or neutered,Slightly disagree,Pet cats need not be microchipped (a microchip is a small identification device inserted under the animal's skin),Moderately disagree,Roaming outdoor cats do not pose a risk to human health,Neither agree nor disagree,18-29,Male,"$50,000-$74,999",Pacific,iOS Phone / Tablet
10803739123,Roaming outdoor cats harm wildlife,Neither agree nor disagree,"People should keep their cats indoors or under a person's control (e.g., leash, catio) while outdoors",Moderately disagree,Pet cats not intended for breeding need not be spayed or neutered,Neither agree nor disagree,Pet cats need not be microchipped (a microchip is a small identification device inserted under the animal's skin),Neither agree nor disagree,Roaming outdoor cats do not pose a risk to human health,Neither agree nor disagree,45-60,Male,"$100,000-$124,999",Middle Atlantic,Windows Desktop / Laptop
10803738530,Roaming outdoor cats do not harm wildlife,Strongly agree,"People need not keep their cats indoors or under a person's control (e.g., leash, catio) while outdoors",Moderately agree,Pet cats not intended for breeding need not be spayed or neutered,Strongly agree,Pet cats need not be microchipped (a microchip is a small identification device inserted under the animal's skin),Neither agree nor disagree,Roaming outdoor cats pose a risk to human health<br>,Slightly agree,30-44,Male,"$25,000-$49,999",West South Central,iOS Phone / Tablet
10803738258,Roaming outdoor cats do not harm wildlife,Neither agree nor disagree,"People need not keep their cats indoors or under a person's control (e.g., leash, catio) while outdoors",Slightly agree,Pet cats should be spayed or neutered unless intended for breeding,Strongly agree,Pet cats should be microchipped (a microchip is a small identification device inserted under the animal's skin)<br>,Strongly disagree,Roaming outdoor cats pose a risk to human health<br>,Moderately disagree,45-60,Male,"$150,000-$174,999",South Atlantic,iOS Phone / Tablet
10803737421,Roaming outdoor cats do not harm wildlife,Slightly disagree,"People should keep their cats indoors or under a person's control (e.g., leash, catio) while outdoors",Slightly agree,Pet cats should be spayed or neutered unless intended for breeding,Strongly agree,Pet cats should be microchipped (a microchip is a small identification device inserted under the animal's skin)<br>,Strongly agree,Roaming outdoor cats do not pose a risk to human health,Neither agree nor disagree,> 60,Male,"$25,000-$49,999",,Windows Desktop / Laptop
10803727641,Roaming outdoor cats harm wildlife,Strongly agree,"People need not keep their cats indoors or under a person's control (e.g., leash, catio) while outdoors",Strongly agree,Pet cats should be spayed or neutered unless intended for breeding,Strongly agree,Pet cats should be microchipped (a microchip is a small identification device inserted under the animal's skin)<br>,Neither agree nor disagree,Roaming outdoor cats pose a risk to human health<br>,Strongly agree,> 60,Male,Prefer not to answer,Pacific,Windows Desktop / Laptop
10803726733,Roaming outdoor cats do not harm wildlife,Neither agree nor disagree,"People need not keep their cats indoors or under a person's control (e.g., leash, catio) while outdoors",Moderately disagree,Pet cats should be spayed or neutered unless intended for breeding,Moderately agree,Pet cats need not be microchipped (a microchip is a small identification device inserted under the animal's skin),Neither agree nor disagree,Roaming outdoor cats do not pose a risk to human health,Slightly disagree,45-60,Male,"$25,000-$49,999",West North Central,Android Phone / Tablet
10803723997,Roaming outdoor cats do not harm wildlife,Slightly disagree,"People should keep their cats indoors or under a person's control (e.g., leash, catio) while outdoors",Slightly disagree,Pet cats should be spayed or neutered unless intended for breeding,Slightly agree,Pet cats need not be microchipped (a microchip is a small identification device inserted under the animal's skin),Moderately agree,Roaming outdoor cats pose a risk to human health<br>,Slightly agree,45-60,Male,Prefer not to answer,Pacific,Android Phone / Tablet
10803723947,Roaming outdoor cats harm wildlife,Slightly disagree,"People should keep their cats indoors or under a person's control (e.g., leash, catio) while outdoors",Moderately agree,Pet cats not intended for breeding need not be spayed or neutered,Moderately disagree,Pet cats need not be microchipped (a microchip is a small identification device inserted under the animal's skin),Strongly disagree,Roaming outdoor cats do not pose a risk to human health,Moderately disagree,30-44,Male,"$100,000-$124,999",East North Central,iOS Phone / Tablet
10803720859,Roaming outdoor cats harm wildlife,Strongly agree,"People should keep their cats indoors or under a person's control (e.g., leash, catio) while outdoors",Strongly agree,Pet cats not intended for breeding need not be spayed or neutered,Strongly disagree,Pet cats need not be microchipped (a microchip is a small identification device inserted under the animal's skin),Strongly disagree,Roaming outdoor cats pose a risk to human health<br>,Strongly disagree,45-60,Male,"$100,000-$124,999",South Atlantic,iOS Phone / Tablet
10803713761,Roaming outdoor cats harm wildlife,Strongly disagree,"People should keep their cats indoors or under a person's control (e.g., leash, catio) while outdoors",Strongly agree,Pet cats should be spayed or neutered unless intended for breeding,Strongly agree,Pet cats should be microchipped (a microchip is a small identification device inserted under the animal's skin)<br>,Strongly agree,Roaming outdoor cats pose a risk to human health<br>,Strongly disagree,45-60,Male,"$10,000-$24,999",Pacific,Android Phone / Tablet
10803705572,Roaming outdoor cats do not harm wildlife,Strongly agree,"People need not keep their cats indoors or under a person's control (e.g., leash, catio) while outdoors",Slightly agree,Pet cats should be spayed or neutered unless intended for breeding,Strongly agree,Pet cats need not be microchipped (a microchip is a small identification device inserted under the animal's skin),Strongly agree,Roaming outdoor cats pose a risk to human health<br>,Strongly disagree,45-60,Male,"$50,000-$74,999",South Atlantic,Android Phone / Tablet
10803705528,Roaming outdoor cats harm wildlife,Strongly agree,"People should keep their cats indoors or under a person's control (e.g., leash, catio) while outdoors",Strongly agree,Pet cats not intended for breeding need not be spayed or neutered,Strongly disagree,Pet cats should be microchipped (a microchip is a small identification device inserted under the animal's skin)<br>,Strongly agree,Roaming outdoor cats pose a risk to human health<br>,Strongly agree,30-44,Male,"$50,000-$74,999",Pacific,Android Phone / Tablet
10803702418,Roaming outdoor cats do not harm wildlife,Slightly disagree,"People need not keep their cats indoors or under a person's control (e.g., leash, catio) while outdoors",Slightly agree,Pet cats should be spayed or neutered unless intended for breeding,Slightly disagree,Pet cats should be microchipped (a microchip is a small identification device inserted under the animal's skin)<br>,Slightly agree,Roaming outdoor cats pose a risk to human health<br>,Slightly agree,18-29,Male,"$25,000-$49,999",Pacific,Android Phone / Tablet
10803699046,Roaming outdoor cats harm wildlife,Moderately disagree,"People need not keep their cats indoors or under a person's control (e.g., leash, catio) while outdoors",Strongly disagree,Pet cats not intended for breeding need not be spayed or neutered,Strongly agree,Pet cats should be microchipped (a microchip is a small identification device inserted under the animal's skin)<br>,Neither agree nor disagree,Roaming outdoor cats do not pose a risk to human health,Strongly agree,> 60,Male,"$150,000-$174,999",East North Central,Windows Desktop / Laptop
10803697735,Roaming outdoor cats do not harm wildlife,Moderately agree,"People need not keep their cats indoors or under a person's control (e.g., leash, catio) while outdoors",Moderately disagree,Pet cats not intended for breeding need not be spayed or neutered,Moderately agree,Pet cats need not be microchipped (a microchip is a small identification device inserted under the animal's skin),Strongly disagree,Roaming outdoor cats pose a risk to human health<br>,Slightly agree,18-29,Male,"$25,000-$49,999",Pacific,Android Phone / Tablet
10803695625,Roaming outdoor cats harm wildlife,Moderately agree,"People need not keep their cats indoors or under a person's control (e.g., leash, catio) while outdoors",Strongly agree,Pet cats not intended for breeding need not be spayed or neutered,Moderately agree,Pet cats should be microchipped (a microchip is a small identification device inserted under the animal's skin)<br>,Neither agree nor disagree,Roaming outdoor cats do not pose a risk to human health,Strongly disagree,45-60,Male,"$25,000-$49,999",Pacific,iOS Phone / Tablet
10803694776,Roaming outdoor cats harm wildlife,Slightly disagree,"People need not keep their cats indoors or under a person's control (e.g., leash, catio) while outdoors",Strongly disagree,Pet cats not intended for breeding need not be spayed or neutered,Moderately disagree,Pet cats should be microchipped (a microchip is a small identification device inserted under the animal's skin)<br>,Moderately agree,Roaming outdoor cats pose a risk to human health<br>,Slightly agree,> 60,Male,"$75,000-$99,999",West North Central,Android Phone / Tablet
10803694485,Roaming outdoor cats do not harm wildlife,Strongly agree,"People should keep their cats indoors or under a person's control (e.g., leash, catio) while outdoors",Neither agree nor disagree,Pet cats should be spayed or neutered unless intended for breeding,Strongly agree,Pet cats should be microchipped (a microchip is a small identification device inserted under the animal's skin)<br>,Strongly agree,Roaming outdoor cats pose a risk to human health<br>,Strongly disagree,45-60,Female,"$100,000-$124,999",Pacific,Windows Desktop / Laptop
10803691343,Roaming outdoor cats harm wildlife,Strongly disagree,"People should keep their cats indoors or under a person's control (e.g., leash, catio) while outdoors",Strongly disagree,Pet cats should be spayed or neutered unless intended for breeding,Strongly disagree,Pet cats need not be microchipped (a microchip is a small identification device inserted under the animal's skin),Strongly disagree,Roaming outdoor cats pose a risk to human health<br>,Strongly disagree,30-44,Male,"$50,000-$74,999",Pacific,iOS Phone / Tablet
10803690264,Roaming outdoor cats harm wildlife,Moderately disagree,"People should keep their cats indoors or under a person's control (e.g., leash, catio) while outdoors",Moderately disagree,Pet cats should be spayed or neutered unless intended for breeding,Moderately agree,Pet cats should be microchipped (a microchip is a small identification device inserted under the animal's skin)<br>,Moderately disagree,Roaming outdoor cats pose a risk to human health<br>,Strongly disagree,45-60,Male,"$25,000-$49,999",New England,Windows Desktop / Laptop
10803689969,Roaming outdoor cats harm wildlife,Slightly agree,"People need not keep their cats indoors or under a person's control (e.g., leash, catio) while outdoors",Moderately agree,Pet cats should be spayed or neutered unless intended for breeding,Strongly agree,Pet cats should be microchipped (a microchip is a small identification device inserted under the animal's skin)<br>,Strongly agree,Roaming outdoor cats do not pose a risk to human health,Slightly agree,18-29,Male,"$25,000-$49,999",Pacific,Android Phone / Tablet
10803687026,Roaming outdoor cats do not harm wildlife,Strongly disagree,"People should keep their cats indoors or under a person's control (e.g., leash, catio) while outdoors",Slightly disagree,Pet cats not intended for breeding need not be spayed or neutered,Moderately disagree,Pet cats should be microchipped (a microchip is a small identification device inserted under the animal's skin)<br>,Moderately disagree,Roaming outdoor cats pose a risk to human health<br>,Slightly disagree,18-29,Male,"$25,000-$49,999",Pacific,iOS Phone / Tablet
10803685541,Roaming outdoor cats harm wildlife,Slightly agree,"People should keep their cats indoors or under a person's control (e.g., leash, catio) while outdoors",Moderately disagree,Pet cats not intended for breeding need not be spayed or neutered,Strongly agree,Pet cats should be microchipped (a microchip is a small identification device inserted under the animal's skin)<br>,Strongly disagree,Roaming outdoor cats do not pose a risk to human health,Strongly disagree,> 60,Male,"$75,000-$99,999",East North Central,iOS Phone / Tablet
10803682902,Roaming outdoor cats harm wildlife,Strongly agree,"People need not keep their cats indoors or under a person's control (e.g., leash, catio) while outdoors",Strongly agree,Pet cats not intended for breeding need not be spayed or neutered,Strongly agree,Pet cats need not be microchipped (a microchip is a small identification device inserted under the animal's skin),Strongly agree,Roaming outdoor cats do not pose a risk to human health,Strongly agree,18-29,Male,"$25,000-$49,999",Mountain,Android Phone / Tablet
10803682432,Roaming outdoor cats do not harm wildlife,Strongly agree,"People should keep their cats indoors or under a person's control (e.g., leash, catio) while outdoors",Strongly disagree,Pet cats should be spayed or neutered unless intended for breeding,Strongly agree,Pet cats should be microchipped (a microchip is a small identification device inserted under the animal's skin)<br>,Strongly disagree,Roaming outdoor cats pose a risk to human health<br>,Slightly disagree,45-60,Female,"$0-$9,999",South Atlantic,Android Phone / Tablet
10803681735,Roaming outdoor cats harm wildlife,Slightly agree,"People should keep their cats indoors or under a person's control (e.g., leash, catio) while outdoors",Slightly agree,Pet cats should be spayed or neutered unless intended for breeding,Strongly agree,Pet cats should be microchipped (a microchip is a small identification device inserted under the animal's skin)<br>,Slightly agree,Roaming outdoor cats do not pose a risk to human health,Moderately disagree,> 60,Female,"$50,000-$74,999",New England,Windows Desktop / Laptop
10803681645,Roaming outdoor cats harm wildlife,Strongly disagree,"People need not keep their cats indoors or under a person's control (e.g., leash, catio) while outdoors",Strongly disagree,Pet cats not intended for breeding need not be spayed or neutered,Strongly agree,Pet cats should be microchipped (a microchip is a small identification device inserted under the animal's skin)<br>,Strongly agree,Roaming outdoor cats pose a risk to human health<br>,Strongly disagree,> 60,Male,"$25,000-$49,999",West North Central,Windows Desktop / Laptop
10803681426,Roaming outdoor cats do not harm wildlife,Strongly disagree,"People need not keep their cats indoors or under a person's control (e.g., leash, catio) while outdoors",Strongly disagree,Pet cats should be spayed or neutered unless intended for breeding,Strongly agree,Pet cats need not be microchipped (a microchip is a small identification device inserted under the animal's skin),Strongly disagree,Roaming outdoor cats pose a risk to human health<br>,Neither agree nor disagree,45-60,Female,"$10,000-$24,999",East North Central,Android Phone / Tablet
10803681331,Roaming outdoor cats harm wildlife,Moderately disagree,"People need not keep their cats indoors or under a person's control (e.g., leash, catio) while outdoors",Strongly disagree,Pet cats not intended for breeding need not be spayed or neutered,Strongly disagree,Pet cats should be microchipped (a microchip is a small identification device inserted under the animal's skin)<br>,Moderately disagree,Roaming outdoor cats pose a risk to human health<br>,Strongly disagree,45-60,Female,"$25,000-$49,999",East South Central,iOS Phone / Tablet
10803680991,Roaming outdoor cats do not harm wildlife,Strongly disagree,"People should keep their cats indoors or under a person's control (e.g., leash, catio) while outdoors",Strongly agree,Pet cats not intended for breeding need not be spayed or neutered,Strongly disagree,Pet cats need not be microchipped (a microchip is a small identification device inserted under the animal's skin),Moderately disagree,Roaming outdoor cats pose a risk to human health<br>,Strongly disagree,45-60,Female,"$25,000-$49,999",West South Central,Android Phone / Tablet
10803680765,Roaming outdoor cats harm wildlife,Moderately agree,"People need not keep their cats indoors or under a person's control (e.g., leash, catio) while outdoors",Moderately disagree,Pet cats not intended for breeding need not be spayed or neutered,Strongly disagree,Pet cats need not be microchipped (a microchip is a small identification device inserted under the animal's skin),Neither agree nor disagree,Roaming outdoor cats do not pose a risk to human health,Moderately disagree,45-60,Female,"$75,000-$99,999",Mountain,iOS Phone / Tablet
10803680734,Roaming outdoor cats harm wildlife,Neither agree nor disagree,"People should keep their cats indoors or under a person's control (e.g., leash, catio) while outdoors",Neither agree nor disagree,Pet cats not intended for breeding need not be spayed or neutered,Strongly agree,Pet cats need not be microchipped (a microchip is a small identification device inserted under the animal's skin),Strongly agree,Roaming outdoor cats pose a risk to human health<br>,Neither agree nor disagree,45-60,Female,"$25,000-$49,999",South Atlantic,Android Phone / Tablet
10803680007,Roaming outdoor cats harm wildlife,Slightly agree,"People should keep their cats indoors or under a person's control (e.g., leash, catio) while outdoors",Strongly agree,Pet cats should be spayed or neutered unless intended for breeding,Strongly agree,Pet cats need not be microchipped (a microchip is a small identification device inserted under the animal's skin),Strongly disagree,Roaming outdoor cats pose a risk to human health<br>,Neither agree nor disagree,> 60,Female,"$10,000-$24,999",East South Central,Android Phone / Tablet
10803679815,Roaming outdoor cats do not harm wildlife,Strongly disagree,"People should keep their cats indoors or under a person's control (e.g., leash, catio) while outdoors",Strongly disagree,Pet cats not intended for breeding need not be spayed or neutered,Strongly disagree,Pet cats need not be microchipped (a microchip is a small identification device inserted under the animal's skin),Strongly disagree,Roaming outdoor cats do not pose a risk to human health,Neither agree nor disagree,45-60,Female,Prefer not to answer,East North Central,Windows Desktop / Laptop
10803679180,Roaming outdoor cats do not harm wildlife,Neither agree nor disagree,"People should keep their cats indoors or under a person's control (e.g., leash, catio) while outdoors",Moderately disagree,Pet cats not intended for breeding need not be spayed or neutered,Strongly disagree,Pet cats should be microchipped (a microchip is a small identification device inserted under the animal's skin)<br>,Moderately agree,Roaming outdoor cats pose a risk to human health<br>,Slightly agree,45-60,Female,"$50,000-$74,999",East North Central,iOS Phone / Tablet
10803679108,Roaming outdoor cats do not harm wildlife,Neither agree nor disagree,"People should keep their cats indoors or under a person's control (e.g., leash, catio) while outdoors",Moderately agree,Pet cats not intended for breeding need not be spayed or neutered,Moderately disagree,Pet cats need not be microchipped (a microchip is a small identification device inserted under the animal's skin),Strongly disagree,Roaming outdoor cats do not pose a risk to human health,Moderately disagree,45-60,Female,"$50,000-$74,999",East North Central,Android Phone / Tablet
10803679005,Roaming outdoor cats harm wildlife,Strongly agree,"People should keep their cats indoors or under a person's control (e.g., leash, catio) while outdoors",Strongly disagree,Pet cats not intended for breeding need not be spayed or neutered,Strongly agree,Pet cats should be microchipped (a microchip is a small identification device inserted under the animal's skin)<br>,Slightly agree,Roaming outdoor cats do not pose a risk to human health,Slightly disagree,45-60,Female,"$75,000-$99,999",Mountain,Android Phone / Tablet
10803678919,Roaming outdoor cats harm wildlife,Slightly disagree,"People need not keep their cats indoors or under a person's control (e.g., leash, catio) while outdoors",Moderately agree,Pet cats should be spayed or neutered unless intended for breeding,Neither agree nor disagree,Pet cats should be microchipped (a microchip is a small identification device inserted under the animal's skin)<br>,Moderately disagree,Roaming outdoor cats pose a risk to human health<br>,Slightly disagree,45-60,Female,"$25,000-$49,999",East North Central,iOS Phone / Tablet
10803678887,Roaming outdoor cats do not harm wildlife,Neither agree nor disagree,"People should keep their cats indoors or under a person's control (e.g., leash, catio) while outdoors",Moderately agree,Pet cats should be spayed or neutered unless intended for breeding,Strongly agree,Pet cats should be microchipped (a microchip is a small identification device inserted under the animal's skin)<br>,Moderately agree,Roaming outdoor cats do not pose a risk to human health,Moderately disagree,45-60,Female,"$100,000-$124,999",West South Central,Android Phone / Tablet
10803678464,Roaming outdoor cats harm wildlife,Neither agree nor disagree,"People need not keep their cats indoors or under a person's control (e.g., leash, catio) while outdoors",Strongly disagree,Pet cats should be spayed or neutered unless intended for breeding,Strongly disagree,Pet cats should be microchipped (a microchip is a small identification device inserted under the animal's skin)<br>,Strongly disagree,Roaming outdoor cats pose a risk to human health<br>,Neither agree nor disagree,45-60,Female,"$25,000-$49,999",Middle Atlantic,Android Phone / Tablet
